Postcode,Gemeente,Hoofdgemeente,Begindatum geldigheid,Einddatum geldigheid,INS Code
7340,Paturages,Colfontaine,01/01/1900,31/12/9999,53082
7340,Warquignies,Colfontaine,01/01/1900,31/12/9999,53082
7340,Wasmes,Colfontaine,01/01/1900,31/12/9999,53082
7350,Hainin,Hensies,01/01/1900,31/12/9999,53039
7350,Hensies,Hensies,01/01/1900,31/12/9999,53039
7350,Montroeul-sur-Haine,Hensies,01/01/1900,31/12/9999,53039
7350,Thulin,Hensies,01/01/1900,31/12/9999,53039
7370,Blaugies,Dour,01/01/1900,31/12/9999,53020
7370,Dour,Dour,01/01/1900,31/12/9999,53020
7370,Elouges,Dour,01/01/1900,31/12/9999,53020
7370,Wihéries,Dour,01/01/1900,31/12/9999,53020
7380,Baisieux,Quiévrain,01/01/1900,31/12/9999,53068
7380,Quiévrain,Quiévrain,01/01/1900,31/12/9999,53068
7382,Audregnies,Quiévrain,01/01/1900,31/12/9999,53068
7387,Angre,Honnelles,01/01/1900,31/12/9999,53083
7387,Angreau,Honnelles,01/01/1900,31/12/9999,53083
7387,Athis,Honnelles,01/01/1900,31/12/9999,53083
7387,Autreppe,Honnelles,01/01/1900,31/12/9999,53083
7387,Erquennes,Honnelles,01/01/1900,31/12/9999,53083
7387,Fayt-le-Franc,Honnelles,01/01/1900,31/12/9999,53083
7387,Honnelles,Honnelles,01/01/1900,31/12/9999,53083
7387,Marchipont,Honnelles,01/01/1900,31/12/9999,53083
7387,Montignies-sur-Roc,Honnelles,01/01/1900,31/12/9999,53083
7387,Onnezies,Honnelles,01/01/1900,31/12/9999,53083
7387,Roisin,Honnelles,01/01/1900,31/12/9999,53083
7390,Quaregnon,Quaregnon,01/01/1900,31/12/9999,53065
7390,Wasmuel,Quaregnon,01/01/1900,31/12/9999,53065
7500,Doornik,Doornik,01/01/1900,31/12/9999,57081
7500,Ere,Doornik,01/01/1900,31/12/9999,57081
7500,Saint-Maur,Doornik,01/01/1900,31/12/9999,57081
7501,Orcq,Doornik,01/01/1900,31/12/9999,57081
7502,Esplechin,Doornik,01/01/1900,31/12/9999,57081
7503,Froyennes,Doornik,01/01/1900,31/12/9999,57081
7504,Froidmont,Doornik,01/01/1900,31/12/9999,57081
7506,Willemeau,Doornik,01/01/1900,31/12/9999,57081
7520,Ramegnies-Chin,Doornik,01/01/1900,31/12/9999,57081
7520,Templeuve,Doornik,01/01/1900,31/12/9999,57081
7521,Chercq,Doornik,01/01/1900,31/12/9999,57081
7522,Blandain,Doornik,01/01/1900,31/12/9999,57081
7522,Hertain,Doornik,01/01/1900,31/12/9999,57081
7522,Lamain,Doornik,01/01/1900,31/12/9999,57081
7522,Marquain,Doornik,01/01/1900,31/12/9999,57081
7530,Gaurain-Ramecroix (Doornik),Doornik,01/01/1900,31/12/9999,57081
7531,Havinnes,Doornik,01/01/1900,31/12/9999,57081
7532,Beclers,Doornik,01/01/1900,31/12/9999,57081
7533,Thimougies,Doornik,01/01/1900,31/12/9999,57081
7534,Barry,Doornik,01/01/1900,31/12/9999,57081
7534,Maulde,Doornik,01/01/1900,31/12/9999,57081
7536,Vaulx (Tournai),Doornik,01/01/1900,31/12/9999,57081
7538,Vezon,Doornik,01/01/1900,31/12/9999,57081
7540,Kain,Doornik,01/01/1900,31/12/9999,57081
7540,Melles,Doornik,01/01/1900,31/12/9999,57081
7540,Quartes,Doornik,01/01/1900,31/12/9999,57081
7540,Rumillies,Doornik,01/01/1900,31/12/9999,57081
7542,Mont-Saint-Aubert,Doornik,01/01/1900,31/12/9999,57081
7543,Mourcourt,Doornik,01/01/1900,31/12/9999,57081
7548,Warchin,Doornik,01/01/1900,31/12/9999,57081
7600,Péruwelz,Péruwelz,01/01/1900,31/12/9999,57064
7601,Roucourt,Péruwelz,01/01/1900,31/12/9999,57064
7602,Bury,Péruwelz,01/01/1900,31/12/9999,57064
7603,Bon-Secours,Péruwelz,01/01/1900,31/12/9999,57064
7604,Baugnies,Péruwelz,01/01/1900,31/12/9999,57064
7604,Braffe,Péruwelz,01/01/1900,31/12/9999,57064
7604,Brasmenil,Péruwelz,01/01/1900,31/12/9999,57064
7604,Callenelle,Péruwelz,01/01/1900,31/12/9999,57064
7604,Wasmes-Audemez-Briffoeil,Péruwelz,01/01/1900,31/12/9999,57064
7608,Wiers,Péruwelz,01/01/1900,31/12/9999,57064
7610,Rumes,Rumes,01/01/1900,31/12/9999,57072
7611,La Glanerie,Rumes,01/01/1900,31/12/9999,57072
7618,Taintignies,Rumes,01/01/1900,31/12/9999,57072
7620,Bléharies,Brunehaut,01/01/1900,31/12/9999,57093
7620,Brunehaut,Brunehaut,01/01/1900,31/12/9999,57093
7620,Guignies,Brunehaut,01/01/1900,31/12/9999,57093
7620,Hollain,Brunehaut,01/01/1900,31/12/9999,57093
7620,Jollain-Merlin,Brunehaut,01/01/1900,31/12/9999,57093
7620,Wez-Velvain,Brunehaut,01/01/1900,31/12/9999,57093
7621,Lesdain,Brunehaut,01/01/1900,31/12/9999,57093
7622,Laplaigne,Brunehaut,01/01/1900,31/12/9999,57093
7623,Rongy,Brunehaut,01/01/1900,31/12/9999,57093
7624,Howardries,Brunehaut,01/01/1900,31/12/9999,57093
7640,Antoing,Antoing,01/01/1900,31/12/9999,57003
7640,Maubray,Antoing,01/01/1900,31/12/9999,57003
7640,Péronnes-lez-Antoing,Antoing,01/01/1900,31/12/9999,57003
7641,Bruyelle,Antoing,01/01/1900,31/12/9999,57003
7642,Calonne,Antoing,01/01/1900,31/12/9999,57003
7643,Fontenoy,Antoing,01/01/1900,31/12/9999,57003
7700,Luingne,Moeskroen,01/01/1900,31/12/9999,54007
7700,Moeskroen,Moeskroen,01/01/1900,31/12/9999,54007
7711,Dottenijs,Moeskroen,01/01/1900,31/12/9999,54007
7712,Herseaux,Moeskroen,01/01/1900,31/12/9999,54007
7730,Bailleul,Estaimpuis,01/01/1900,31/12/9999,57027
7730,Estaimbourg,Estaimpuis,01/01/1900,31/12/9999,57027
7730,Estaimpuis,Estaimpuis,01/01/1900,31/12/9999,57027
7730,Evregnies,Estaimpuis,01/01/1900,31/12/9999,57027
7730,Leers-Nord,Estaimpuis,01/01/1900,31/12/9999,57027
7730,Néchin,Estaimpuis,01/01/1900,31/12/9999,57027
7730,Saint-Léger (Ht.),Estaimpuis,01/01/1900,31/12/9999,57027
7740,Pecq,Pecq,01/01/1900,31/12/9999,57062
7740,Warcoing,Pecq,01/01/1900,31/12/9999,57062
7742,Hérinnes-lez-Pecq,Pecq,01/01/1900,31/12/9999,57062
7743,Esquelmes,Pecq,01/01/1900,31/12/9999,57062
7743,Obigies,Pecq,01/01/1900,31/12/9999,57062
7750,Amougies,Mont-de-l'Enclus,01/01/1900,31/12/9999,57095
7750,Anseroeul,Mont-de-l'Enclus,01/01/1900,31/12/9999,57095
7750,Mont-de-l'Enclus,Mont-de-l'Enclus,01/01/1900,31/12/9999,57095
7750,Orroir,Mont-de-l'Enclus,01/01/1900,31/12/9999,57095
7750,Russeignies,Mont-de-l'Enclus,01/01/1900,31/12/9999,57095
7760,Celles,Celles,01/01/1900,31/12/9999,57018
7760,Celles (Ht.),Celles,01/01/1900,31/12/9999,57018
7760,Escanaffles,Celles,01/01/1900,31/12/9999,57018
7760,Molenbaix,Celles,01/01/1900,31/12/9999,57018
7760,Popuelles,Celles,01/01/1900,31/12/9999,57018
7760,Pottes,Celles,01/01/1900,31/12/9999,57018
7760,Velaines,Celles,01/01/1900,31/12/9999,57018
7780,Komen-Waasten,Komen-Waasten,01/01/1900,31/12/9999,54010
7780,Komen,Komen-Waasten,01/01/1900,31/12/9999,54010
7781,Houthem (Komen),Komen-Waasten,01/01/1900,31/12/9999,54010
7782,Ploegsteert,Komen-Waasten,01/01/1900,31/12/9999,54010
7783,Bizet,Komen-Waasten,01/01/1900,31/12/9999,54010
7784,Neerwaasten,Komen-Waasten,01/01/1900,31/12/9999,54010
7784,Waasten,Komen-Waasten,01/01/1900,31/12/9999,54010
7800,Aat,Aat,01/01/1900,31/12/9999,51004
7800,Lanquesaint,Aat,01/01/1900,31/12/9999,51004
7801,Irchonwelz,Aat,01/01/1900,31/12/9999,51004
7802,Ormeignies,Aat,01/01/1900,31/12/9999,51004
7803,Bouvignies,Aat,01/01/1900,31/12/9999,51004
7804,Ostiches,Aat,01/01/1900,31/12/9999,51004
7804,Rebaix,Aat,01/01/1900,31/12/9999,51004
7810,Maffle,Aat,01/01/1900,31/12/9999,51004
7811,Arbre (Ht.),Aat,01/01/1900,31/12/9999,51004
7812,Houtaing,Aat,01/01/1900,31/12/9999,51004
7812,Ligne,Aat,01/01/1900,31/12/9999,51004
7812,Mainvault,Aat,01/01/1900,31/12/9999,51004
7812,Moulbaix,Aat,01/01/1900,31/12/9999,51004
7812,Villers-Notre-Dame,Aat,01/01/1900,31/12/9999,51004
7812,Villers-Saint-Amand,Aat,01/01/1900,31/12/9999,51004
7822,Ghislenghien,Aat,01/01/1900,31/12/9999,51004
7822,Isières,Aat,01/01/1900,31/12/9999,51004
7822,Meslin-l'Evêque,Aat,01/01/1900,31/12/9999,51004
7823,Gibecq,Aat,01/01/1900,31/12/9999,51004
7830,Bassilly,Opzullik,01/01/1900,31/12/9999,55039
7830,Fouleng,Opzullik,01/01/1900,31/12/9999,55039
7830,Gondregnies,Opzullik,01/01/1900,31/12/9999,55039
7830,Graty,Opzullik,01/01/1900,31/12/9999,55039
7830,Hellebecq,Opzullik,01/01/1900,31/12/9999,55039
7830,Hoves (Ht.),Opzullik,01/01/1900,31/12/9999,55039
7830,Opzullik,Opzullik,01/01/1900,31/12/9999,55039
7830,Thoricourt,Opzullik,01/01/1900,31/12/9999,55039
7850,Edingen,Edingen,01/01/1900,31/12/9999,55010
7850,Lettelingen,Edingen,01/01/1900,31/12/9999,55010
7850,Mark,Edingen,01/01/1900,31/12/9999,55010
7860,Lessen,Lessen,01/01/1900,31/12/9999,55023
7861,Papignies,Lessen,01/01/1900,31/12/9999,55023
7861,Wannebecq,Lessen,01/01/1900,31/12/9999,55023
7862,Ogy,Lessen,01/01/1900,31/12/9999,55023
7863,Ghoy,Lessen,01/01/1900,31/12/9999,55023
7864,Deux-Acren,Lessen,01/01/1900,31/12/9999,55023
7866,Bois-de-Lessines,Lessen,01/01/1900,31/12/9999,55023
7866,Ollignies,Lessen,01/01/1900,31/12/9999,55023
7870,Bauffe,Lens,01/01/1900,31/12/9999,53046
7870,Cambron-Saint-Vincent,Lens,01/01/1900,31/12/9999,53046
7870,Lens,Lens,01/01/1900,31/12/9999,53046
7870,Lombise,Lens,01/01/1900,31/12/9999,53046
7870,Montignies-lez-Lens,Lens,01/01/1900,31/12/9999,53046
7880,Vloesberg,Vloesberg,01/01/1900,31/12/9999,51019
7890,Elzele,Elzele,01/01/1900,31/12/9999,51017
7890,Lahamaide,Elzele,01/01/1900,31/12/9999,51017
7890,Wodecq,Elzele,01/01/1900,31/12/9999,51017
7900,Grandmetz,Leuze-en-Hainaut,01/01/1900,31/12/9999,57094
7900,Leuze-en-Hainaut,Leuze-en-Hainaut,01/01/1900,31/12/9999,57094
7901,Thieulain,Leuze-en-Hainaut,01/01/1900,31/12/9999,57094
7903,Blicquy,Leuze-en-Hainaut,01/01/1900,31/12/9999,57094
7903,Chapelle-à-Oie,Leuze-en-Hainaut,01/01/1900,31/12/9999,57094
7903,Chapelle-à-Wattines,Leuze-en-Hainaut,01/01/1900,31/12/9999,57094
7904,Pipaix,Leuze-en-Hainaut,01/01/1900,31/12/9999,57094
7904,Tourpes,Leuze-en-Hainaut,01/01/1900,31/12/9999,57094
7904,Willaupuis,Leuze-en-Hainaut,01/01/1900,31/12/9999,57094
7906,Gallaix,Leuze-en-Hainaut,01/01/1900,31/12/9999,57094
7910,Anvaing,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7910,Arc-Ainières,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7910,Arc-Wattripont,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7910,Cordes,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7910,Ellignies-lez-Frasnes,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7910,Forest (Ht.),Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7910,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7910,Wattripont,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7911,Buissenal,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7911,Frasnes-lez-Buissenal,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7911,Hacquegnies,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7911,Herquegies,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7911,Montroeul-au-Bois,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7911,Moustier (Ht.),Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7911,Oeudeghien,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7912,Dergneau,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7912,Saint-Sauveur,Frasnes-lez-Anvaing,01/01/1900,31/12/9999,51065
7940,Brugelette,Brugelette,01/01/1900,31/12/9999,51012
7940,Cambron-Casteau,Brugelette,01/01/1900,31/12/9999,51012
7941,Attre,Brugelette,01/01/1900,31/12/9999,51012
7942,Mévergnies-lez-Lens,Brugelette,01/01/1900,31/12/9999,51012
7943,Gages,Brugelette,01/01/1900,31/12/9999,51012
7950,Chièvres,Chièvres,01/01/1900,31/12/9999,51014
7950,Grosage,Chièvres,01/01/1900,31/12/9999,51014
7950,Huissignies,Chièvres,01/01/1900,31/12/9999,51014
7950,Ladeuze,Chièvres,01/01/1900,31/12/9999,51014
7950,Tongre-Saint-Martin,Chièvres,01/01/1900,31/12/9999,51014
7951,Tongre-Notre-Dame,Chièvres,01/01/1900,31/12/9999,51014
7970,Beloeil,Beloeil,01/01/1900,31/12/9999,51008
7971,Basècles,Beloeil,01/01/1900,31/12/9999,51008
7971,Ramegnies,Beloeil,01/01/1900,31/12/9999,51008
7971,Thumaide,Beloeil,01/01/1900,31/12/9999,51008
7971,Wadelincourt,Beloeil,01/01/1900,31/12/9999,51008
7972,Aubechies,Beloeil,01/01/1900,31/12/9999,51008
7972,Ellignies-Sainte-Anne,Beloeil,01/01/1900,31/12/9999,51008
7972,Quevaucamps,Beloeil,01/01/1900,31/12/9999,51008
7973,Grandglise,Beloeil,01/01/1900,31/12/9999,51008
7973,Stambruges,Beloeil,01/01/1900,31/12/9999,51008
8000,Brugge,Brugge,01/01/1900,31/12/9999,31005
8000,Koolkerke,Brugge,01/01/1900,31/12/9999,31005
8020,Hertsberge,Oostkamp,01/01/1900,31/12/9999,31022
8020,Oostkamp,Oostkamp,01/01/1900,31/12/9999,31022
8020,Ruddervoorde,Oostkamp,01/01/1900,31/12/9999,31022
8020,Waardamme,Oostkamp,01/01/1900,31/12/9999,31022
8200,Sint-Andries,Brugge,01/01/1900,31/12/9999,31005
8200,Sint-Michiels,Brugge,01/01/1900,31/12/9999,31005
8210,Loppem,Zedelgem,01/01/1900,31/12/9999,31040
8210,Veldegem,Zedelgem,01/01/1900,31/12/9999,31040
8210,Zedelgem,Zedelgem,01/01/1900,31/12/9999,31040
8211,Aartrijke,Zedelgem,01/01/1900,31/12/9999,31040
8300,Knokke,Knokke-Heist,01/01/1900,31/12/9999,31043
8300,Knokke-Heist,Knokke-Heist,01/01/1900,31/12/9999,31043
8300,Westkapelle,Knokke-Heist,01/01/1900,31/12/9999,31043
8301,Heist-aan-Zee,Knokke-Heist,01/01/1900,31/12/9999,31043
8301,Ramskapelle (Knokke-Heist),Knokke-Heist,01/01/1900,31/12/9999,31043
8310,Assebroek,Brugge,01/01/1900,31/12/9999,31005
8310,Sint-Kruis (Brugge),Brugge,01/01/1900,31/12/9999,31005
8340,Damme,Damme,01/01/1900,31/12/9999,31006
8340,Hoeke,Damme,01/01/1900,31/12/9999,31006
8340,Lapscheure,Damme,01/01/1900,31/12/9999,31006
8340,Moerkerke,Damme,01/01/1900,31/12/9999,31006
8340,Oostkerke (Damme),Damme,01/01/1900,31/12/9999,31006
8340,Sijsele,Damme,01/01/1900,31/12/9999,31006
8370,Blankenberge,Blankenberge,01/01/1900,31/12/9999,31004
8370,Uitkerke,Blankenberge,01/01/1900,31/12/9999,31004
8377,Houtave,Zuienkerke,01/01/1900,31/12/9999,31042
8377,Meetkerke,Zuienkerke,01/01/1900,31/12/9999,31042
8377,Nieuwmunster,Zuienkerke,01/01/1900,31/12/9999,31042
8377,Zuienkerke,Zuienkerke,01/01/1900,31/12/9999,31042
8380,Dudzele,Brugge,01/01/1900,31/12/9999,31005
8380,Lissewege,Brugge,01/01/1900,31/12/9999,31005
8380,Zeebrugge,Brugge,01/01/1900,31/12/9999,31005
8400,Oostende,Oostende,01/01/1900,31/12/9999,35013
8400,Stene,Oostende,01/01/1900,31/12/9999,35013
8400,Zandvoorde (Oostende),Oostende,01/01/1900,31/12/9999,35013
8420,De Haan,De Haan,01/01/1900,31/12/9999,35029
8420,Klemskerke,De Haan,01/01/1900,31/12/9999,35029
8420,Wenduine,De Haan,01/01/1900,31/12/9999,35029
8421,Vlissegem,De Haan,01/01/1900,31/12/9999,35029
8430,Middelkerke,Middelkerke,01/01/1900,31/12/9999,35011
8431,Wilskerke,Middelkerke,01/01/1900,31/12/9999,35011
8432,Leffinge,Middelkerke,01/01/1900,31/12/9999,35011
8433,Mannekensvere,Middelkerke,01/01/1900,31/12/9999,35011
8433,Schore,Middelkerke,01/01/1900,31/12/9999,35011
8433,Sint-Pieters-Kapelle (W.-Vl.),Middelkerke,01/01/1900,31/12/9999,35011
8433,Slijpe,Middelkerke,01/01/1900,31/12/9999,35011
8433,Spermalie,Middelkerke,01/01/1900,31/12/9999,35011
8434,Lombardsijde,Middelkerke,01/01/1900,31/12/9999,35011
8434,Westende,Middelkerke,01/01/1900,31/12/9999,35011
8450,Bredene,Bredene,01/01/1900,31/12/9999,35002
8460,Ettelgem,Oudenburg,01/01/1900,31/12/9999,35014
8460,Oudenburg,Oudenburg,01/01/1900,31/12/9999,35014
8460,Roksem,Oudenburg,01/01/1900,31/12/9999,35014
8460,Westkerke,Oudenburg,01/01/1900,31/12/9999,35014
8470,Gistel,Gistel,01/01/1900,31/12/9999,35005
8470,Moere,Gistel,01/01/1900,31/12/9999,35005
8470,Snaaskerke,Gistel,01/01/1900,31/12/9999,35005
8470,Zevekote,Gistel,01/01/1900,31/12/9999,35005
8480,Bekegem,Ichtegem,01/01/1900,31/12/9999,35006
8480,Eernegem,Ichtegem,01/01/1900,31/12/9999,35006
8480,Ichtegem,Ichtegem,01/01/1900,31/12/9999,35006
8490,Jabbeke,Jabbeke,01/01/1900,31/12/9999,31012
8490,Snellegem,Jabbeke,01/01/1900,31/12/9999,31012
8490,Stalhille,Jabbeke,01/01/1900,31/12/9999,31012
8490,Varsenare,Jabbeke,01/01/1900,31/12/9999,31012
8490,Zerkegem,Jabbeke,01/01/1900,31/12/9999,31012
8500,Kortrijk,Kortrijk,01/01/1900,31/12/9999,34022
8501,Bissegem,Kortrijk,01/01/1900,31/12/9999,34022
8501,Heule,Kortrijk,01/01/1900,31/12/9999,34022
8510,Bellegem,Kortrijk,01/01/1900,31/12/9999,34022
8510,Kooigem,Kortrijk,01/01/1900,31/12/9999,34022
8510,Marke (Kortrijk),Kortrijk,01/01/1900,31/12/9999,34022
8510,Rollegem,Kortrijk,01/01/1900,31/12/9999,34022
8511,Aalbeke,Kortrijk,01/01/1900,31/12/9999,34022
8520,Kuurne,Kuurne,01/01/1900,31/12/9999,34023
8530,Harelbeke,Harelbeke,01/01/1900,31/12/9999,34013
8531,Bavikhove,Harelbeke,01/01/1900,31/12/9999,34013
8531,Hulste,Harelbeke,01/01/1900,31/12/9999,34013
8540,Deerlijk,Deerlijk,01/01/1900,31/12/9999,34009
8550,Zwevegem,Zwevegem,01/01/1900,31/12/9999,34042
8551,Heestert,Zwevegem,01/01/1900,31/12/9999,34042
8552,Moen,Zwevegem,01/01/1900,31/12/9999,34042
8553,Otegem,Zwevegem,01/01/1900,31/12/9999,34042
8554,Sint-Denijs,Zwevegem,01/01/1900,31/12/9999,34042
8560,Gullegem,Wevelgem,01/01/1900,31/12/9999,34041
8560,Moorsele,Wevelgem,01/01/1900,31/12/9999,34041
8560,Wevelgem,Wevelgem,01/01/1900,31/12/9999,34041
8570,Anzegem,Anzegem,01/01/1900,31/12/9999,34002
8570,Gijzelbrechtegem,Anzegem,01/01/1900,31/12/9999,34002
8570,Ingooigem,Anzegem,01/01/1900,31/12/9999,34002
8570,Vichte,Anzegem,01/01/1900,31/12/9999,34002
8572,Kaster,Anzegem,01/01/1900,31/12/9999,34002
8573,Tiegem,Anzegem,01/01/1900,31/12/9999,34002
8580,Avelgem,Avelgem,01/01/1900,31/12/9999,34003
8581,Kerkhove,Avelgem,01/01/1900,31/12/9999,34003
8581,Waarmaarde,Avelgem,01/01/1900,31/12/9999,34003
8582,Outrijve,Avelgem,01/01/1900,31/12/9999,34003
8583,Bossuit,Avelgem,01/01/1900,31/12/9999,34003
8587,Helkijn,Spiere-Helkijn,01/01/1900,31/12/9999,34043
8587,Spiere,Spiere-Helkijn,01/01/1900,31/12/9999,34043
8587,Spiere-Helkijn,Spiere-Helkijn,01/01/1900,31/12/9999,34043
8600,Beerst,Diksmuide,01/01/1900,31/12/9999,32003
8600,Diksmuide,Diksmuide,01/01/1900,31/12/9999,32003
8600,Driekapellen,Diksmuide,01/01/1900,31/12/9999,32003
8600,Esen,Diksmuide,01/01/1900,31/12/9999,32003
8600,Kaaskerke,Diksmuide,01/01/1900,31/12/9999,32003
8600,Keiem,Diksmuide,01/01/1900,31/12/9999,32003
8600,Lampernisse,Diksmuide,01/01/1900,31/12/9999,32003
8600,Leke,Diksmuide,01/01/1900,31/12/9999,32003
8600,Nieuwkapelle,Diksmuide,01/01/1900,31/12/9999,32003
8600,Oostkerke (Diksmuide),Diksmuide,01/01/1900,31/12/9999,32003
8600,Oudekapelle,Diksmuide,01/01/1900,31/12/9999,32003
8600,Pervijze,Diksmuide,01/01/1900,31/12/9999,32003
8600,Sint-Jacobs-Kapelle,Diksmuide,01/01/1900,31/12/9999,32003
8600,Stuivekenskerke,Diksmuide,01/01/1900,31/12/9999,32003
8600,Vladslo,Diksmuide,01/01/1900,31/12/9999,32003
8600,Woumen,Diksmuide,01/01/1900,31/12/9999,32003
8610,Handzame,Kortemark,01/01/1900,31/12/9999,32011
8610,Kortemark,Kortemark,01/01/1900,31/12/9999,32011
8610,Werken,Kortemark,01/01/1900,31/12/9999,32011
8610,Zarren,Kortemark,01/01/1900,31/12/9999,32011
8610,Zarren-Werken,Kortemark,01/01/1900,31/12/2008,32011
8620,Nieuwpoort,Nieuwpoort,01/01/1900,31/12/9999,38016
8620,Ramskapelle (Nieuwpoort),Nieuwpoort,01/01/1900,31/12/9999,38016
8620,Sint-Joris (Nieuwpoort),Nieuwpoort,01/01/1900,31/12/9999,38016
8630,Avekapelle,Veurne,01/01/1900,31/12/9999,38025
8630,Beauvoorde,Veurne,01/01/1900,31/12/9999,38025
8630,Booitshoeke,Veurne,01/01/1900,31/12/9999,38025
8630,Bulskamp,Veurne,01/01/1900,31/12/9999,38025
8630,De Moeren,Veurne,01/01/1900,31/12/9999,38025
8630,Eggewaartskapelle,Veurne,01/01/1900,31/12/9999,38025
8630,Houtem (W.-Vl.),Veurne,01/01/1900,31/12/9999,38025
8630,Steenkerke (W.-Vl.),Veurne,01/01/1900,31/12/9999,38025
8630,Veurne,Veurne,01/01/1900,31/12/9999,38025
8630,Vinkem,Veurne,01/01/1900,31/12/9999,38025
8630,Wulveringem,Veurne,01/01/1900,31/12/9999,38025
8630,Zoutenaaie,Veurne,01/01/1900,31/12/9999,38025
8640,Oostvleteren,Vleteren,01/01/1900,31/12/9999,33041
8640,Vleteren,Vleteren,01/01/1900,31/12/9999,33041
8640,Westvleteren,Vleteren,01/01/1900,31/12/9999,33041
8640,Woesten,Vleteren,01/01/1900,31/12/9999,33041
8647,Lo,Lo-Reninge,01/01/1900,31/12/9999,32030
8647,Lo-Reninge,Lo-Reninge,01/01/1900,31/12/9999,32030
8647,Noordschote,Lo-Reninge,01/01/1900,31/12/9999,32030
8647,Pollinkhove,Lo-Reninge,01/01/1900,31/12/9999,32030
8647,Reninge,Lo-Reninge,01/01/1900,31/12/9999,32030
8650,Houthulst,Houthulst,01/01/1900,31/12/9999,32006
8650,Klerken,Houthulst,01/01/1900,31/12/9999,32006
8650,Merkem,Houthulst,01/01/1900,31/12/9999,32006
8660,Adinkerke,De Panne,01/01/1900,31/12/9999,38008
8660,De Panne,De Panne,01/01/1900,31/12/9999,38008
8670,Koksijde,Koksijde,01/01/1900,31/12/9999,38014
8670,Oostduinkerke,Koksijde,01/01/1900,31/12/9999,38014
8670,Wulpen,Koksijde,01/01/1900,31/12/9999,38014
8680,Bovekerke,Koekelare,01/01/1900,31/12/9999,32010
8680,Koekelare,Koekelare,01/01/1900,31/12/9999,32010
8680,Zande,Koekelare,01/01/1900,31/12/9999,32010
8690,Alveringem,Alveringem,01/01/1900,31/12/9999,38002
8690,Hoogstade,Alveringem,01/01/1900,31/12/9999,38002
8690,Oeren,Alveringem,01/01/1900,31/12/9999,38002
8690,Sint-Rijkers,Alveringem,01/01/1900,31/12/9999,38002
8691,Beveren-aan-den-Ijzer,Alveringem,01/01/1900,31/12/9999,38002
8691,Gijverinkhove,Alveringem,01/01/1900,31/12/9999,38002
8691,Izenberge,Alveringem,01/01/1900,31/12/9999,38002
8691,Leisele,Alveringem,01/01/1900,31/12/9999,38002
8691,Stavele,Alveringem,01/01/1900,31/12/9999,38002
8700,Aarsele,Tielt,01/01/1900,31/12/9999,37015
8700,Kanegem,Tielt,01/01/1900,31/12/9999,37015
8700,Schuiferskapelle,Tielt,01/01/1900,31/12/9999,37015
8700,Tielt,Tielt,01/01/1900,31/12/9999,37015
8710,Ooigem,Wielsbeke,01/01/1900,31/12/9999,37017
8710,Sint-Baafs-Vijve,Wielsbeke,01/01/1900,31/12/9999,37017
8710,Wielsbeke,Wielsbeke,01/01/1900,31/12/9999,37017
8720,Dentergem,Dentergem,01/01/1900,31/12/9999,37002
8720,Markegem,Dentergem,01/01/1900,31/12/9999,37002
8720,Oeselgem,Dentergem,01/01/1900,31/12/9999,37002
8720,Wakken,Dentergem,01/01/1900,31/12/9999,37002
8730,Beernem,Beernem,01/01/1900,31/12/9999,31003
8730,Oedelem,Beernem,01/01/1900,31/12/9999,31003
8730,Sint-Joris (Beernem),Beernem,01/01/1900,31/12/9999,31003
8740,Egem,Pittem,01/01/1900,31/12/9999,37011
8740,Pittem,Pittem,01/01/1900,31/12/9999,37011
8750,Wingene,Wingene,01/01/1900,31/12/9999,37018
8750,Zwevezele,Wingene,01/01/1900,31/12/9999,37018
8755,Ruiselede,Ruiselede,01/01/1900,31/12/9999,37012
8760,Meulebeke,Meulebeke,01/01/1900,31/12/9999,37007
8770,Ingelmunster,Ingelmunster,01/01/1900,31/12/9999,36007
8780,Oostrozebeke,Oostrozebeke,01/01/1900,31/12/9999,37010
8790,Waregem,Waregem,01/01/1900,31/12/9999,34040
8791,Beveren (Leie),Waregem,01/01/1900,31/12/9999,34040
8792,Desselgem,Waregem,01/01/1900,31/12/9999,34040
8793,Sint-Eloois-Vijve,Waregem,01/01/1900,31/12/9999,34040
8800,Beveren (Roeselare),Roeselare,01/01/1900,31/12/9999,36015
8800,Oekene,Roeselare,01/01/1900,31/12/9999,36015
